i,time,message,,lat_nmea,,lon_nmea,,,,,,,,,,
1176,1619169141.9033067,$GPGGA,130131.95,5523.67600464,N,01023.17083371,E,4,06,2.2,12.845,M,39.466,M,0.9,0026*7D
1177,1619169142.5799198,$GPGGA,130131.95,5523.67600464,N,01023.17083371,E,4,06,2.2,12.845,M,39.466,M,0.9,0026*7D
1178,1619169143.1178176,$GPGGA,130131.95,5523.67600464,N,01023.17083371,E,4,06,2.2,12.845,M,39.466,M,0.9,0026*7D
1179,1619169143.5926194,$GPGGA,130131.95,5523.67600464,N,01023.17083371,E,4,06,2.2,12.845,M,39.466,M,0.9,0026*7D
1180,1619169144.1971865,$GPGGA,130131.95,5523.67600464,N,01023.17083371,E,4,06,2.2,12.845,M,39.466,M,0.9,0026*7D
1181,1619169144.5346537,$GPGGA,130131.95,5523.67600464,N,01023.17083371,E,4,06,2.2,12.845,M,39.466,M,0.9,0026*7D
1182,1619169145.1370778,$GPGGA,130131.95,5523.67600464,N,01023.17083371,E,4,06,2.2,12.845,M,39.466,M,0.9,0026*7D
1183,1619169145.8152122,$GPGGA,130139.20,5523.67885350,N,01023.17679508,E,4,06,2.2,12.957,M,39.466,M,1.2,0026*7B
1184,1619169146.6178153,$GPGGA,130139.20,5523.67885350,N,01023.17679508,E,4,06,2.2,12.957,M,39.466,M,1.2,0026*7B
1185,1619169147.157572,$GPGGA,130139.20,5523.67885350,N,01023.17679508,E,4,06,2.2,12.957,M,39.466,M,1.2,0026*7B
1186,1619169147.5587397,$GPGGA,130139.20,5523.67885350,N,01023.17679508,E,4,06,2.2,12.957,M,39.466,M,1.2,0026*7B
1187,1619169148.2357116,$GPGGA,130139.20,5523.67885350,N,01023.17679508,E,4,06,2.2,12.957,M,39.466,M,1.2,0026*7B
1188,1619169148.774265,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1189,1619169149.0426238,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1190,1619169149.5780535,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1191,1619169150.0538425,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1192,1619169150.5195136,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1193,1619169151.195446,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1194,1619169151.7355978,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1195,1619169152.2733514,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1196,1619169152.675576,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1197,1619169153.3434274,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1198,1619169153.883394,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1199,1619169154.356949,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1200,1619169154.823413,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1201,1619169155.4352148,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1202,1619169155.773838,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1203,1619169156.3041563,$GPGGA,130142.00,5523.67971421,N,01023.17930870,E,4,05,2.6,12.645,M,39.466,M,2.0,0026*74
1204,1619169156.8435953,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1205,1619169157.3830223,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1206,1619169157.9213507,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1207,1619169158.4611173,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1208,1619169158.9352312,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1209,1619169159.542837,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1210,1619169160.078997,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1211,1619169160.6193693,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1212,1619169161.155366,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1213,1619169161.557958,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1214,1619169162.2345312,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1215,1619169162.6997554,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1216,1619169163.3069196,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1217,1619169163.8426192,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1218,1619169164.3822737,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1219,1619169164.9211607,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1220,1619169165.394733,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1221,1619169165.9985156,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1222,1619169166.5384052,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1223,1619169167.0766072,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1224,1619169167.616108,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1225,1619169168.1556208,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1226,1619169168.6939995,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1227,1619169169.2328703,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1228,1619169169.7634377,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1229,1619169170.0425074,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1230,1619169170.5766003,$GPGGA,130150.60,5523.68271373,N,01023.18732112,E,4,05,2.6,12.671,M,39.466,M,1.6,0026*79
1231,1619169171.380435,$GPGGA,130204.10,5523.68746019,N,01023.20069238,E,4,06,2.6,12.899,M,39.466,M,1.1,0026*77
1232,1619169171.8555944,$GPGGA,130204.10,5523.68746019,N,01023.20069238,E,4,06,2.6,12.899,M,39.466,M,1.1,0026*77
1233,1619169172.4619427,$GPGGA,130204.10,5523.68746019,N,01023.20069238,E,4,06,2.6,12.899,M,39.466,M,1.1,0026*77
1234,1619169172.93355,$GPGGA,130204.10,5523.68746019,N,01023.20069238,E,4,06,2.6,12.899,M,39.466,M,1.1,0026*77
1235,1619169173.537323,$GPGGA,130204.10,5523.68746019,N,01023.20069238,E,4,06,2.6,12.899,M,39.466,M,1.1,0026*77
1236,1619169174.076269,$GPGGA,130204.10,5523.68746019,N,01023.20069238,E,4,06,2.6,12.899,M,39.466,M,1.1,0026*77
1237,1619169174.6154964,$GPGGA,130204.10,5523.68746019,N,01023.20069238,E,4,06,2.6,12.899,M,39.466,M,1.1,0026*77
1238,1619169175.1542518,$GPGGA,130204.10,5523.68746019,N,01023.20069238,E,4,06,2.6,12.899,M,39.466,M,1.1,0026*77
1239,1619169175.693318,$GPGGA,130204.10,5523.68746019,N,01023.20069238,E,4,06,2.6,12.899,M,39.466,M,1.1,0026*77
1240,1619169176.2240734,$GPGGA,130204.10,5523.68746019,N,01023.20069238,E,4,06,2.6,12.899,M,39.466,M,1.1,0026*77
1241,1619169176.6344137,$GPGGA,130204.10,5523.68746019,N,01023.20069238,E,4,06,2.6,12.899,M,39.466,M,1.1,0026*77
1242,1619169177.302287,$GPGGA,130204.10,5523.68746019,N,01023.20069238,E,4,06,2.6,12.899,M,39.466,M,1.1,0026*77
1243,1619169177.8412137,$GPGGA,130204.10,5523.68746019,N,01023.20069238,E,4,06,2.6,12.899,M,39.466,M,1.1,0026*77
1244,1619169178.3806736,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1245,1619169178.9217415,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1246,1619169179.458966,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1247,1619169179.9981115,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1248,1619169180.3357124,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1249,1619169180.9388807,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1250,1619169181.6149516,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1251,1619169182.1532326,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1252,1619169182.6847258,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1253,1619169183.1587205,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1254,1619169183.7631533,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1255,1619169184.2365725,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1256,1619169184.840584,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1257,1619169185.379726,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1258,1619169185.9183939,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1259,1619169186.3931231,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1260,1619169186.9975793,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1261,1619169187.398549,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1262,1619169187.805695,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1263,1619169188.3400006,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1264,1619169188.879492,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1265,1619169189.418737,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1266,1619169189.8202753,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1267,1619169190.4235203,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1268,1619169191.0348165,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1269,1619169191.5739348,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1270,1619169192.1151507,$GPGGA,130211.90,5523.69054319,N,01023.20809565,E,4,06,2.9,12.979,M,39.466,M,1.9,0026*74
1271,1619169192.6444287,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1272,1619169193.1836786,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1273,1619169193.72228,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1274,1619169194.2613077,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1275,1619169194.800918,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1276,1619169195.2027247,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1277,1619169195.9427965,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1278,1619169196.2169354,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1279,1619169196.883582,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1280,1619169197.4992774,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1281,1619169198.0350695,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1282,1619169198.5006466,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1283,1619169199.1043935,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1284,1619169199.644289,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1285,1619169200.1824756,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1286,1619169200.7218592,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1287,1619169201.2610424,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1288,1619169201.7999961,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1289,1619169202.3384016,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1290,1619169202.8778439,$GPGGA,130226.20,5523.69611942,N,01023.22051111,E,4,07,2.1,13.036,M,39.466,M,1.2,0026*79
1291,1619169203.481161,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1292,1619169204.2210708,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1293,1619169204.7605588,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1294,1619169205.299549,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1295,1619169205.8386855,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1296,1619169206.3779979,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1297,1619169206.9165123,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1298,1619169207.4592364,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1299,1619169207.9945982,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1300,1619169208.5343993,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1301,1619169209.067571,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1302,1619169209.6038296,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1303,1619169210.1421068,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1304,1619169210.6822758,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1305,1619169211.2204726,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1306,1619169211.7601595,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1307,1619169212.314532,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1308,1619169212.8386426,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1309,1619169213.3772154,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1310,1619169213.9169657,$GPGGA,130236.70,5523.69942644,N,01023.23098038,E,4,06,2.2,12.910,M,39.466,M,1.7,0026*78
1311,1619169214.3180919,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1312,1619169214.993441,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1313,1619169215.5327127,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1314,1619169216.6033318,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1315,1619169217.1421206,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1316,1619169217.6813555,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1317,1619169218.2206986,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1318,1619169218.7592304,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1319,1619169219.2976427,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1320,1619169219.8372831,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1321,1619169220.3766565,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1322,1619169220.778408,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1323,1619169221.454284,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1324,1619169221.9928594,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1325,1619169222.3948603,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1326,1619169223.264179,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1327,1619169223.8803859,$GPGGA,130247.70,5523.70244462,N,01023.24225118,E,4,06,1.9,12.870,M,39.466,M,1.7,0026*72
1328,1619169224.4152112,$GPGGA,130257.55,5523.70476325,N,01023.25243683,E,5,05,2.8,13.175,M,39.466,M,1.5,0026*7C
1329,1619169224.9538095,$GPGGA,130257.55,5523.70476325,N,01023.25243683,E,5,05,2.8,13.175,M,39.466,M,1.5,0026*7C
1330,1619169225.493626,$GPGGA,130257.55,5523.70476325,N,01023.25243683,E,5,05,2.8,13.175,M,39.466,M,1.5,0026*7C
1331,1619169226.1602678,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1332,1619169226.8364995,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1333,1619169227.3751109,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1334,1619169227.9137774,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1335,1619169228.4537714,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1336,1619169228.9845161,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1337,1619169229.523756,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1338,1619169230.0629358,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1339,1619169230.6018295,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1340,1619169231.1408663,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1341,1619169231.6147966,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1342,1619169232.2189324,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1343,1619169232.7579303,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1344,1619169233.1599207,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1345,1619169233.7628157,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1346,1619169234.3746777,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1347,1619169234.8407536,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1348,1619169235.379843,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1349,1619169235.9835746,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1350,1619169236.523082,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1351,1619169237.0611832,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1352,1619169237.5357876,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1353,1619169238.140015,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1354,1619169238.9440596,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1355,1619169239.4838428,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1356,1619169240.0231454,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1357,1619169240.5613391,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1358,1619169240.962983,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1359,1619169241.6402993,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1360,1619169242.1784887,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1361,1619169242.7181077,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1362,1619169243.2606127,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1363,1619169243.658315,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1364,1619169244.0666444,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1365,1619169244.5357802,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1366,1619169245.6788843,$GPGGA,130259.30,5523.70525535,N,01023.25420105,E,5,05,4.7,13.377,M,39.466,M,1.3,0026*74
1367,1619169246.219148,$GPGGA,130319.95,5523.71129151,N,01023.27413240,E,4,07,1.5,12.868,M,39.466,M,2.0,0026*71
1368,1619169246.683255,$GPGGA,130319.95,5523.71129151,N,01023.27413240,E,4,07,1.5,12.868,M,39.466,M,2.0,0026*71
1369,1619169247.2956884,$GPGGA,130319.95,5523.71129151,N,01023.27413240,E,4,07,1.5,12.868,M,39.466,M,2.0,0026*71
1370,1619169247.8336706,$GPGGA,130319.95,5523.71129151,N,01023.27413240,E,4,07,1.5,12.868,M,39.466,M,2.0,0026*71
1371,1619169248.2359178,$GPGGA,130319.95,5523.71129151,N,01023.27413240,E,4,07,1.5,12.868,M,39.466,M,2.0,0026*71
1372,1619169248.9041777,$GPGGA,130319.95,5523.71129151,N,01023.27413240,E,4,07,1.5,12.868,M,39.466,M,2.0,0026*71
